Date,Description,Amount,Category
2026-02-22,Sambosa,402.08,Food
2025-10-13,Emirates Airline,432.5,Travel
2025-06-30,Bykea,339.2,Transport
2025-08-23,Electric Bill,362.87,Utilities
2025-06-15,Concert Ticket,104.36,Entertainment
2026-02-28,K-Electric,481.68,Utilities
2026-01-29,Medical Store,333.04,Health
2025-07-08,Eid Clothes,289.75,Shopping
2025-07-02,Biryani,171.47,Food
2025-10-06,Bykea,192.07,Transport
2025-04-26,Doctor Clinic,281.25,Health
2025-05-09,Concert Ticket,166.9,Entertainment
2025-06-28,Restaurant,80.68,Food
2025-07-09,Train Ticket,88.25,Travel
2025-11-04,Nueplex,122.75,Entertainment
2026-02-17,Doctor Clinic,429.63,Health
2025-09-02,Biryani,446.87,Food
2025-07-04,Grocery,110.55,Shopping
2025-07-14,Biryani,76.74,Food
2026-03-18,Cloud Storage,376.38,Subscriptions
2025-04-10,House Leasing,444.3,Rent
2025-08-10,Imtiaz Super Market,484.92,Shopping
2025-10-09,Daraz,408.53,Shopping
2025-08-07,Panadol,324.74,Health
2026-01-05,Starbucks,498.73,Food
2026-01-06,Gym Membership,129.82,Subscriptions
2025-04-05,Steam Games,66.83,Entertainment
2025-11-20,Bazaar,342.69,Shopping
2025-04-29,Daraz,36.72,Shopping
2025-06-12,PSO Pump,444.3,Transport
2026-03-16,K-Electric,256.92,Utilities
2025-10-20,Daraz,464.19,Shopping
2025-11-06,PTCL Internet,239.64,Utilities
2025-05-21,Walmart,224.71,Shopping
2026-02-10,Water Bill,496.85,Utilities
2025-04-08,Imtiaz Super Market,38.67,Shopping
2025-03-27,Train Ticket,37.26,Travel
2026-01-28,Sui Gas,6.77,Utilities
2025-12-31,Nueplex,434.48,Entertainment
2025-04-20,Hostel Dues,206.59,Rent
2025-09-08,Steam Games,193.62,Entertainment
2025-08-29,Bus Ticket,420.94,Transport
2025-06-05,Emirates Airline,378.07,Travel
2026-03-02,Emirates Airline,318.81,Travel
2025-11-27,Walmart,247.86,Shopping
2026-03-20,Doctor Clinic,166.18,Health
2025-07-27,Gym Membership,449.1,Subscriptions
2025-07-24,Hotel Booking,427.33,Travel
2025-06-21,Daraz,76.46,Shopping
2025-05-01,Emirates Airline,323.86,Travel
2025-04-05,Agha Khan Hospital,39.57,Health
2025-08-05,Netflix Subscription,371.22,Subscriptions
2025-08-27,PIA Ticket,251.57,Travel
2025-08-19,Cinema,304.71,Entertainment
2026-01-24,InDrive,233.48,Transport
2025-05-12,InDrive,80.11,Transport
2025-12-13,Panadol,52.72,Health
2026-02-20,Cinema,432.58,Entertainment
2025-05-12,Sui Gas,154.54,Utilities
2026-01-08,Hotel Booking,226.42,Travel
2025-05-06,PIA Ticket,422.41,Travel
2026-01-08,PTCL Internet,147.49,Utilities
2026-01-15,Cafe,238.08,Food
2025-09-26,Steam Games,359.81,Entertainment
2025-04-11,Netflix Subscription,188.83,Subscriptions
2025-04-13,Spotify Premium,37.41,Subscriptions
2026-02-17,Nueplex,254.57,Entertainment
2026-01-26,PSO Pump,482.77,Transport
2025-11-24,Medical Store,51.58,Health
2026-01-26,Electric Bill,333.5,Utilities
2025-10-11,Bus Ticket,98.22,Transport
2025-05-06,Sui Gas,453.67,Utilities
2025-12-23,Spotify Premium,191.15,Subscriptions
2025-08-11,Water Bill,313.41,Utilities
2025-05-06,PSO Pump,252.11,Transport
2025-03-26,Nueplex,445.68,Entertainment
2026-03-01,Spotify Premium,9.34,Subscriptions
2025-07-28,Apartment Rent,124.53,Rent
2026-03-08,Eid Clothes,439.54,Shopping
2025-07-01,Cinema,431.5,Entertainment
2025-06-15,Pharmacy,323.56,Health
2025-03-26,Hostel Dues,136.15,Rent
2025-09-26,Apartment Rent,270.5,Rent
2025-05-04,Walmart,120.69,Shopping
2026-03-06,Chai,185.9,Food
2026-01-13,Uber Ride,289.29,Transport
2025-07-15,McDonalds,388.36,Food
2025-03-26,PIA Ticket,477.96,Travel
2025-12-27,Hostel Dues,371.01,Rent
2025-11-02,Careem,167.79,Transport
2026-03-15,Daraz,369.4,Shopping
2025-05-14,Pharmacy,484.64,Health
2025-12-18,Gym Membership,22.61,Subscriptions
2025-08-11,K-Electric,80.55,Utilities
2026-01-24,Gym Membership,356.91,Subscriptions
2025-05-14,Concert Ticket,224.38,Entertainment
2025-12-05,Petrol,76.84,Transport
2025-11-12,PTCL Internet,6.02,Utilities
2025-07-21,Steam Games,72.21,Entertainment
2025-11-01,House Leasing,252.57,Rent
2025-12-08,Biryani,418.13,Food
2026-02-08,Hotel Booking,483.73,Travel
2025-09-30,Netflix Subscription,194.78,Subscriptions
2025-09-17,KFC,324.31,Food
2025-05-28,Nueplex,31.72,Entertainment
2025-12-29,Sui Gas,430.62,Utilities
2026-03-02,Cloud Storage,149.35,Subscriptions
2025-12-11,Doctor Clinic,44.31,Health
2025-08-11,Hostel Dues,189.51,Rent
2025-04-27,Gym Membership,155.74,Subscriptions
2025-12-03,Foodpanda,384.87,Food
2026-01-24,Grocery,315.0,Shopping
2026-01-24,KFC,292.55,Food
2025-07-16,Amazon,263.56,Shopping
2025-09-11,Target,190.01,Shopping
2025-12-01,Gym Membership,445.72,Subscriptions
2025-11-09,Electric Bill,475.58,Utilities
2025-05-12,Hostel Dues,126.9,Rent
2026-02-07,Concert Ticket,370.44,Entertainment
2025-04-21,Netflix Subscription,11.44,Subscriptions
2025-06-03,Sui Gas,471.96,Utilities
2025-07-05,Apartment Rent,483.31,Rent
2025-08-16,House Leasing,362.2,Rent
2025-12-19,McDonalds,426.92,Food
2026-02-27,Careem,298.72,Transport
2025-10-08,Emirates Airline,450.42,Travel
2025-05-20,PSO Pump,304.76,Transport
2026-03-14,Cafe,247.1,Food
2026-03-02,Amazon,175.7,Shopping
2025-04-15,Gym Membership,229.64,Subscriptions
2026-01-22,InDrive,75.54,Transport
2025-07-26,Nueplex,155.58,Entertainment
2025-03-30,Restaurant,317.09,Food
2025-05-31,Sui Gas,327.26,Utilities
2025-07-30,Biryani,156.6,Food
2025-10-10,Shell Oil,56.06,Transport
2025-08-28,Train Ticket,473.17,Travel
2025-08-10,Starbucks,87.1,Food
2025-12-17,Hostel Dues,371.43,Rent
2025-04-29,Cafe,449.19,Food
2025-10-06,Grocery,456.0,Shopping
2026-02-25,Doctor Clinic,478.21,Health
2025-08-19,Chai,448.96,Food
2025-09-07,Netflix Subscription,305.72,Subscriptions
2026-02-14,Steam Games,15.72,Entertainment
2025-09-14,Electric Bill,152.55,Utilities
2026-01-22,Hotel Booking,125.18,Travel
2025-06-12,Sui Gas,286.53,Utilities
2025-10-13,Apartment Rent,178.87,Rent
2025-11-07,Medical Store,80.18,Health
2025-11-26,Bykea,9.65,Transport
2025-10-16,Water Bill,481.19,Utilities
2025-11-17,Electric Bill,343.1,Utilities
2025-04-10,Panadol,257.07,Health
2025-07-22,House Leasing,86.45,Rent
2025-11-16,Biryani,175.56,Food
2025-11-03,Cinema,356.59,Entertainment
2025-10-04,Bus Ticket,248.71,Transport
2026-02-02,Water Bill,434.66,Utilities
2025-09-27,Biryani,265.83,Food
2025-10-24,Uber Ride,133.51,Transport
2026-02-16,KFC,32.92,Food
2026-02-15,Agha Khan Hospital,218.1,Health
2025-04-27,Hostel Dues,139.8,Rent
2025-11-22,Sui Gas,221.99,Utilities
2026-01-21,Cafe,266.75,Food
2025-08-27,Sui Gas,254.23,Utilities
2026-01-02,Nueplex,414.81,Entertainment
2025-06-08,McDonalds,163.86,Food
2025-09-26,Concert Ticket,19.55,Entertainment
2025-04-02,Train Ticket,334.54,Travel
2025-03-30,Emirates Airline,350.94,Travel
2025-03-30,Bykea,403.8,Transport
2026-03-01,Emirates Airline,306.47,Travel
2025-03-28,Hostel Dues,184.51,Rent
2025-12-24,Spotify Premium,247.81,Subscriptions
2025-06-07,Pharmacy,129.17,Health
2025-03-25,Agha Khan Hospital,164.91,Health
2025-11-15,Bazaar,280.96,Shopping
2025-12-24,Apartment Rent,383.32,Rent
2026-02-22,Uber Ride,214.46,Transport
2025-06-17,PSO Pump,368.22,Transport
2026-01-03,Gym Membership,259.82,Subscriptions
2025-04-05,Pharmacy,426.73,Health
2025-10-28,Bus Ticket,319.9,Transport
2025-11-19,Shell Oil,401.25,Transport
2026-02-08,House Leasing,434.75,Rent
2026-03-01,Shell Oil,234.61,Transport
2025-10-14,Bus Ticket,255.53,Transport
2026-01-27,Restaurant,194.64,Food
2025-07-05,Imtiaz Super Market,222.36,Shopping
2026-01-29,Bykea,32.37,Transport
2025-07-27,Target,477.62,Shopping
2025-05-24,Agha Khan Hospital,438.4,Health
2025-09-25,Biryani,344.9,Food
2025-08-29,Cloud Storage,388.46,Subscriptions
2026-02-21,Bykea,122.15,Transport
2025-05-21,PIA Ticket,291.12,Travel
2025-06-23,Uber Ride,117.29,Transport
2025-09-28,Concert Ticket,153.78,Entertainment
2025-11-29,Restaurant,287.37,Food
2025-05-09,Netflix Subscription,336.33,Subscriptions
2025-08-14,Hostel Dues,449.19,Rent
2025-11-23,Petrol,326.27,Transport
2026-02-23,Grocery,64.03,Shopping
2025-10-01,Target,60.36,Shopping
2025-04-03,PIA Ticket,445.65,Travel
2025-11-11,Panadol,455.86,Health
2026-01-10,Restaurant,106.74,Food
2025-04-23,Pharmacy,369.23,Health
2025-05-05,PIA Ticket,394.04,Travel
2026-02-22,Train Ticket,413.27,Travel
2025-04-01,Spotify Premium,202.99,Subscriptions
2025-04-19,Doctor Clinic,30.01,Health
2025-07-13,Emirates Airline,263.63,Travel
2025-11-13,House Leasing,278.45,Rent
2026-01-07,Amazon,54.61,Shopping
2025-08-12,Bykea,467.48,Transport
2025-11-07,Hotel Booking,430.63,Travel
2026-03-14,Shell Oil,88.22,Transport
2025-12-26,Sui Gas,354.55,Utilities
2025-11-02,Agha Khan Hospital,92.23,Health
2025-11-05,Target,154.84,Shopping
2025-09-22,Biryani,9.07,Food
2026-02-22,Restaurant,399.65,Food
2025-06-30,Emirates Airline,442.55,Travel
2025-08-24,Hotel Booking,318.24,Travel
2025-09-24,Netflix Subscription,32.44,Subscriptions
2026-01-31,House Leasing,169.63,Rent
2025-10-16,Hostel Dues,210.98,Rent
2025-11-20,Bazaar,400.95,Shopping
2025-06-11,Cinema,462.34,Entertainment
2025-06-15,Netflix Subscription,132.79,Subscriptions
2025-03-28,Gym Membership,171.38,Subscriptions
2025-08-03,Bazaar,380.91,Shopping
2025-07-10,Hostel Dues,27.16,Rent
2025-11-17,Foodpanda,352.38,Food
2026-03-06,Careem,385.32,Transport
2025-05-12,Emirates Airline,246.59,Travel
2025-06-19,Pharmacy,252.43,Health
2026-01-20,Emirates Airline,40.9,Travel
2025-08-15,PSO Pump,388.65,Transport
2025-11-15,Bus Ticket,254.12,Transport
2025-10-19,Uber Ride,170.13,Transport
2025-06-05,Imtiaz Super Market,6.55,Shopping
2025-08-30,Bykea,175.17,Transport
2025-04-13,Eid Clothes,498.46,Shopping
2025-06-23,Cinema,490.16,Entertainment
2026-02-26,Panadol,380.22,Health
2025-06-23,House Leasing,75.33,Rent
2025-10-24,Sambosa,203.83,Food
2025-10-02,Hotel Booking,18.54,Travel
2025-09-26,Uber Ride,418.25,Transport
2025-06-30,Target,493.62,Shopping
2025-11-15,Train Ticket,476.04,Travel
2025-09-13,House Leasing,120.77,Rent
2025-08-01,Cinema,23.58,Entertainment
2026-03-05,InDrive,302.82,Transport
2025-10-08,Target,236.93,Shopping
2025-12-20,Shell Oil,439.19,Transport
2025-05-16,Panadol,215.81,Health
2025-12-04,Chai,363.65,Food
2026-03-02,PIA Ticket,473.24,Travel
2025-04-14,Chai,316.33,Food
2025-11-11,Restaurant,102.21,Food
2026-03-01,Medical Store,393.15,Health
2025-04-24,Foodpanda,289.03,Food
2025-07-12,Hostel Dues,399.8,Rent
2026-02-01,Steam Games,194.3,Entertainment
2025-10-09,Restaurant,116.03,Food
2025-10-11,PSO Pump,379.36,Transport
2026-01-10,Emirates Airline,374.42,Travel
2025-06-29,PSO Pump,437.69,Transport
2025-05-02,Train Ticket,418.13,Travel
2025-09-16,Sui Gas,37.14,Utilities
2025-06-11,Gym Membership,473.41,Subscriptions
2025-12-09,Pharmacy,24.36,Health
2025-04-21,Nueplex,159.33,Entertainment
2025-07-03,Restaurant,124.76,Food
2025-05-29,Careem,473.0,Transport
2026-01-10,Apartment Rent,18.39,Rent
2025-05-01,Spotify Premium,462.02,Subscriptions
2026-01-09,Train Ticket,44.84,Travel
2025-03-21,Nueplex,122.85,Entertainment
2026-01-27,Cinema,52.99,Entertainment
2025-11-22,Emirates Airline,484.32,Travel
2025-12-15,Chai,158.4,Food
2025-05-16,Agha Khan Hospital,162.06,Health
2025-05-15,Netflix Subscription,288.35,Subscriptions
2025-09-28,Cafe,370.49,Food
2025-07-29,Water Bill,164.48,Utilities
2025-06-29,Agha Khan Hospital,313.73,Health
2026-03-17,Apartment Rent,297.22,Rent
2025-08-10,Sambosa,219.69,Food
2025-12-17,Cloud Storage,329.66,Subscriptions
2026-02-06,Panadol,334.36,Health
2025-08-31,Hostel Dues,457.35,Rent
2025-06-19,Train Ticket,428.13,Travel
2025-09-09,Biryani,29.37,Food
2025-10-30,Careem,179.71,Transport
2026-01-24,Agha Khan Hospital,36.79,Health
2026-01-22,Eid Clothes,302.31,Shopping
2025-09-15,Chai,194.76,Food
2025-04-29,Biryani,94.62,Food
2025-12-13,PIA Ticket,395.17,Travel
2026-01-12,Hostel Dues,444.24,Rent
2025-09-09,Cinema,442.13,Entertainment
2026-02-20,Spotify Premium,78.1,Subscriptions
2026-01-28,Spotify Premium,24.69,Subscriptions
2026-01-24,Apartment Rent,112.32,Rent
2025-05-19,Spotify Premium,49.9,Subscriptions
2026-01-01,Steam Games,88.15,Entertainment
2025-04-26,Cinema,67.17,Entertainment
2026-02-28,Concert Ticket,277.61,Entertainment
2025-05-06,PIA Ticket,261.35,Travel
2025-10-02,Cinema,78.73,Entertainment
2025-03-27,Petrol,461.25,Transport
2025-08-27,Hostel Dues,330.24,Rent
2025-05-05,Bus Ticket,356.95,Transport
2026-02-02,Emirates Airline,360.81,Travel
2025-09-08,K-Electric,153.54,Utilities
2025-05-30,Bykea,94.59,Transport
2025-05-17,Daraz,141.88,Shopping
2025-11-19,Daraz,204.61,Shopping
2025-06-17,Agha Khan Hospital,335.19,Health
2025-12-23,Bazaar,364.36,Shopping
2025-07-07,Cloud Storage,213.92,Subscriptions
2026-01-02,Steam Games,372.15,Entertainment
2025-11-01,Hostel Dues,161.95,Rent
2025-05-20,Doctor Clinic,433.78,Health
2025-09-15,Imtiaz Super Market,320.58,Shopping
2025-12-18,Spotify Premium,43.08,Subscriptions
2025-08-01,Careem,21.91,Transport
2025-07-30,Petrol,374.39,Transport
2025-07-01,PTCL Internet,102.65,Utilities
2025-06-23,House Leasing,36.36,Rent
2026-03-16,Nueplex,108.79,Entertainment
2025-11-19,House Leasing,115.85,Rent
2025-11-21,Concert Ticket,433.54,Entertainment
2025-12-22,Apartment Rent,174.43,Rent
2025-04-09,Uber Ride,254.9,Transport
2026-02-25,Starbucks,91.9,Food
2025-09-28,Amazon,118.9,Shopping
2025-05-12,Netflix Subscription,466.62,Subscriptions
2025-05-09,K-Electric,272.76,Utilities
2026-01-12,Concert Ticket,225.86,Entertainment
2026-03-13,Nueplex,493.02,Entertainment
2025-05-30,Agha Khan Hospital,402.49,Health
2025-07-23,Hostel Dues,362.89,Rent
2025-09-25,Train Ticket,274.19,Travel
2025-10-18,Pharmacy,8.63,Health
2025-07-14,Concert Ticket,243.57,Entertainment
2025-09-23,Netflix Subscription,248.81,Subscriptions
2025-04-25,Sui Gas,428.07,Utilities
2025-12-07,Agha Khan Hospital,499.13,Health
2025-04-13,Concert Ticket,163.34,Entertainment
2025-09-04,InDrive,235.52,Transport
2025-03-30,House Leasing,244.3,Rent
2025-06-08,Petrol,287.19,Transport
2025-04-22,PTCL Internet,107.83,Utilities
2025-06-28,PIA Ticket,365.24,Travel
2025-04-27,Cloud Storage,403.75,Subscriptions
2025-05-24,Sui Gas,294.15,Utilities
2025-10-15,Target,395.33,Shopping
2025-05-27,Nueplex,299.88,Entertainment
2025-11-15,InDrive,324.79,Transport
2025-10-16,Electric Bill,480.69,Utilities
2026-01-27,Netflix Subscription,247.08,Subscriptions
2026-02-10,Water Bill,379.22,Utilities
2026-02-25,PTCL Internet,157.38,Utilities
2025-08-25,Petrol,363.57,Transport
2025-08-15,Nueplex,433.89,Entertainment
2026-01-30,Medical Store,132.67,Health
2025-04-04,Spotify Premium,314.16,Subscriptions
2025-07-14,Grocery,156.88,Shopping
2025-12-17,Gym Membership,359.7,Subscriptions
2025-10-21,Shell Oil,394.21,Transport
2025-08-21,Train Ticket,298.11,Travel
2025-05-28,Spotify Premium,295.09,Subscriptions
2026-01-12,KFC,327.38,Food
2025-04-12,Bus Ticket,393.39,Transport
2025-08-25,Sambosa,95.5,Food
2025-06-25,Train Ticket,163.12,Travel
2026-02-08,Nueplex,401.47,Entertainment
2025-11-21,Gym Membership,329.0,Subscriptions
2026-01-03,Bazaar,100.88,Shopping
2025-10-16,Foodpanda,472.99,Food
2025-03-30,Chai,19.14,Food
2025-04-22,Careem,30.86,Transport
2026-01-28,Hostel Dues,24.73,Rent
2025-09-04,PSO Pump,106.47,Transport
2026-03-01,Train Ticket,367.7,Travel
2025-11-30,Foodpanda,426.06,Food
2025-06-22,Gym Membership,203.1,Subscriptions
2025-07-29,Netflix Subscription,88.09,Subscriptions
2025-09-09,Apartment Rent,421.33,Rent
2025-10-06,PIA Ticket,429.25,Travel
2025-05-20,K-Electric,424.81,Utilities
2025-08-29,Imtiaz Super Market,391.24,Shopping
2025-08-03,Sambosa,45.76,Food
2025-10-02,Bazaar,265.51,Shopping
2025-12-13,Panadol,264.99,Health
2026-03-03,Hostel Dues,432.17,Rent
2025-12-08,Gym Membership,429.93,Subscriptions
2025-06-09,Nueplex,204.19,Entertainment
2026-01-03,Hotel Booking,48.67,Travel
2025-04-19,Concert Ticket,381.59,Entertainment
2025-04-21,Walmart,122.96,Shopping
2026-01-19,Nueplex,442.61,Entertainment
2026-03-09,InDrive,393.47,Transport
2025-11-10,Grocery,94.76,Shopping
2025-11-25,Amazon,355.9,Shopping
2025-11-12,Cinema,71.21,Entertainment
2026-02-12,Steam Games,309.87,Entertainment
2025-09-19,Hostel Dues,54.51,Rent
2025-10-23,Bykea,115.14,Transport
2026-02-26,Cinema,146.24,Entertainment
2026-02-17,Cafe,363.69,Food
2025-04-23,Gym Membership,337.41,Subscriptions
2026-01-05,Cinema,192.28,Entertainment
2025-05-25,Gym Membership,384.75,Subscriptions
2026-02-18,House Leasing,465.51,Rent
2025-06-18,Concert Ticket,266.74,Entertainment
2025-09-08,Imtiaz Super Market,355.18,Shopping
2025-07-10,Pharmacy,97.0,Health
2025-09-12,Sui Gas,110.96,Utilities
2025-11-21,Spotify Premium,58.15,Subscriptions
2025-07-28,Cinema,6.51,Entertainment
2025-08-28,Imtiaz Super Market,116.93,Shopping
2025-12-07,Spotify Premium,102.3,Subscriptions
2025-06-09,Agha Khan Hospital,478.17,Health
2025-11-30,Careem,322.44,Transport
2025-07-17,Sui Gas,107.88,Utilities
2025-09-24,Hotel Booking,76.28,Travel
2025-09-07,Emirates Airline,243.57,Travel
2025-09-08,Emirates Airline,44.27,Travel
2026-03-18,Sambosa,203.72,Food
2025-08-11,Medical Store,394.95,Health
2025-06-01,Emirates Airline,38.38,Travel
2025-04-28,Sambosa,430.11,Food
2025-04-23,Agha Khan Hospital,446.67,Health
2025-12-06,K-Electric,158.82,Utilities
2025-05-15,Netflix Subscription,430.54,Subscriptions
2025-09-05,Nueplex,419.44,Entertainment
2025-04-11,PTCL Internet,242.67,Utilities
2026-02-28,Cafe,314.91,Food
2026-01-02,PIA Ticket,431.33,Travel
2025-12-07,PIA Ticket,427.18,Travel
2025-03-20,Gym Membership,257.95,Subscriptions
2025-12-06,Agha Khan Hospital,380.69,Health
2026-01-29,Agha Khan Hospital,401.12,Health
2026-01-17,Steam Games,424.94,Entertainment
2025-10-10,Uber Ride,121.69,Transport
2025-09-01,Agha Khan Hospital,35.44,Health
2025-05-06,Netflix Subscription,42.77,Subscriptions
2025-08-04,Shell Oil,272.55,Transport
2025-11-04,Hostel Dues,359.43,Rent
2025-08-08,Grocery,120.87,Shopping
2025-09-27,Sui Gas,63.49,Utilities
2025-11-19,Apartment Rent,77.85,Rent
2025-10-25,Electric Bill,154.3,Utilities
2025-09-14,House Leasing,370.76,Rent
2025-10-10,PIA Ticket,324.1,Travel
2025-04-15,Medical Store,417.14,Health
2025-11-19,Grocery,364.92,Shopping
2025-06-29,Apartment Rent,317.6,Rent
2025-07-24,McDonalds,363.67,Food
2025-08-17,Eid Clothes,132.57,Shopping
2025-03-22,PSO Pump,139.14,Transport
2025-04-14,Electric Bill,426.47,Utilities
2025-07-22,Netflix Subscription,394.93,Subscriptions
2025-06-02,PIA Ticket,148.16,Travel
2025-08-30,Netflix Subscription,465.21,Subscriptions
2025-07-18,Apartment Rent,84.57,Rent
2025-10-31,Hostel Dues,174.42,Rent
2025-11-12,Pharmacy,449.25,Health
2025-10-25,Bus Ticket,219.83,Transport
2025-09-08,Imtiaz Super Market,60.99,Shopping
2026-03-12,Apartment Rent,17.18,Rent
2025-04-16,PTCL Internet,397.54,Utilities
2026-01-10,Restaurant,263.79,Food
2025-09-29,Steam Games,379.39,Entertainment
2025-11-12,Gym Membership,160.85,Subscriptions
2025-05-17,Doctor Clinic,211.63,Health
2025-07-20,Train Ticket,488.55,Travel
2025-03-20,Amazon,325.25,Shopping
2026-03-07,McDonalds,155.87,Food
2025-04-01,PTCL Internet,191.67,Utilities
2025-06-27,K-Electric,77.44,Utilities
2025-04-25,Cinema,204.69,Entertainment
2025-05-25,Shell Oil,5.22,Transport
2026-01-13,Target,468.62,Shopping
2026-02-04,Emirates Airline,365.5,Travel
2026-02-11,Train Ticket,77.02,Travel
2025-04-09,Hostel Dues,370.5,Rent
2026-01-06,Doctor Clinic,324.94,Health
2025-03-21,Pharmacy,430.76,Health
2026-02-06,Hostel Dues,103.26,Rent
2025-10-19,PTCL Internet,199.09,Utilities
2025-09-13,Panadol,237.91,Health
2025-07-25,InDrive,21.18,Transport
2026-01-18,McDonalds,140.34,Food
2025-11-04,Netflix Subscription,385.09,Subscriptions
2025-11-26,Cloud Storage,86.19,Subscriptions
2025-07-09,Emirates Airline,295.0,Travel
2025-06-09,Starbucks,22.03,Food
2025-04-02,Doctor Clinic,97.66,Health
2026-02-26,Netflix Subscription,307.79,Subscriptions
2025-03-25,PSO Pump,325.32,Transport
2025-06-12,KFC,115.91,Food
2025-12-31,Agha Khan Hospital,369.31,Health
2025-06-13,Electric Bill,55.66,Utilities
2025-11-06,Steam Games,6.01,Entertainment
2025-08-13,Apartment Rent,278.75,Rent
2025-04-26,Bus Ticket,179.19,Transport
2025-05-17,Emirates Airline,387.63,Travel
2025-06-16,McDonalds,270.04,Food
2025-11-19,Spotify Premium,223.7,Subscriptions
2025-05-07,PTCL Internet,109.79,Utilities
2025-08-15,PIA Ticket,453.69,Travel
2025-11-03,Agha Khan Hospital,177.97,Health
2026-01-18,Gym Membership,135.47,Subscriptions
2025-07-13,Hostel Dues,367.85,Rent
2025-09-17,Biryani,304.18,Food
2026-01-15,PIA Ticket,421.92,Travel
2025-10-04,Cafe,129.8,Food
2025-11-10,Hotel Booking,11.44,Travel
2025-04-06,Cinema,44.8,Entertainment
2025-08-21,PTCL Internet,87.7,Utilities
2025-06-14,Bykea,301.89,Transport
2026-02-07,PTCL Internet,191.65,Utilities
2026-01-14,Chai,431.09,Food
2025-07-09,Water Bill,324.63,Utilities
2025-08-11,Cinema,39.46,Entertainment
2025-03-23,Bazaar,96.49,Shopping
2025-05-11,Careem,170.66,Transport
2025-06-07,Apartment Rent,355.1,Rent
2025-04-23,Spotify Premium,148.84,Subscriptions
2026-02-27,Medical Store,124.05,Health
2025-08-12,Medical Store,13.63,Health
2025-11-19,Sambosa,306.79,Food
2025-06-14,House Leasing,247.46,Rent
2026-01-04,Cloud Storage,488.16,Subscriptions
2025-12-22,Grocery,354.47,Shopping
2025-09-12,Water Bill,344.38,Utilities
2025-11-21,Cloud Storage,108.61,Subscriptions
2025-06-21,Cloud Storage,387.13,Subscriptions
2025-04-24,InDrive,317.23,Transport
2025-08-19,Eid Clothes,188.23,Shopping
2026-02-25,Cloud Storage,173.63,Subscriptions
2025-03-28,Hostel Dues,145.17,Rent
2025-04-26,Grocery,393.44,Shopping
2025-09-08,Eid Clothes,130.98,Shopping
2025-08-16,Foodpanda,335.76,Food
2025-06-14,PTCL Internet,144.92,Utilities
2026-02-23,Train Ticket,211.06,Travel
2026-02-05,Hostel Dues,235.02,Rent
2025-07-07,InDrive,356.99,Transport
2026-01-06,Cafe,290.93,Food
2026-03-06,Apartment Rent,424.43,Rent
2025-11-14,Water Bill,81.18,Utilities
2026-01-23,Biryani,178.96,Food
2025-09-03,Restaurant,180.36,Food
2025-08-14,Panadol,473.85,Health
2025-11-02,Pharmacy,56.55,Health
2026-01-04,House Leasing,334.3,Rent
2025-03-27,Starbucks,128.38,Food
2025-04-10,Spotify Premium,228.42,Subscriptions
2026-03-16,Emirates Airline,450.47,Travel
2026-02-26,Train Ticket,239.3,Travel
2025-11-05,Bazaar,83.92,Shopping
2025-07-31,Gym Membership,129.73,Subscriptions
2026-01-17,Apartment Rent,327.67,Rent
2026-01-06,Petrol,395.12,Transport
2026-01-08,Spotify Premium,487.89,Subscriptions
2025-12-21,Walmart,236.46,Shopping
2025-09-05,Cloud Storage,297.0,Subscriptions
2026-01-16,Water Bill,63.32,Utilities
2025-04-03,Concert Ticket,287.59,Entertainment
2025-07-28,Concert Ticket,368.07,Entertainment
2026-01-16,PIA Ticket,99.16,Travel
2026-03-05,Eid Clothes,73.25,Shopping
2025-11-25,Agha Khan Hospital,38.04,Health
2025-04-24,Pharmacy,296.77,Health
2025-10-17,Emirates Airline,278.76,Travel
2025-04-21,Train Ticket,375.73,Travel
2025-12-29,Spotify Premium,441.22,Subscriptions
2025-11-27,Cinema,243.5,Entertainment
2025-03-30,PIA Ticket,311.09,Travel
2025-07-25,Gym Membership,55.19,Subscriptions
2025-06-23,House Leasing,477.93,Rent
2025-04-22,Sui Gas,245.88,Utilities
2026-02-09,Daraz,265.33,Shopping
2025-03-28,Target,64.54,Shopping
2025-06-20,Sui Gas,465.02,Utilities
2026-03-02,House Leasing,266.43,Rent
2025-04-30,Shell Oil,94.9,Transport
2026-02-22,Medical Store,376.07,Health
2025-08-10,PSO Pump,43.25,Transport
2025-07-28,Sambosa,90.68,Food
2025-08-25,Agha Khan Hospital,189.16,Health
2025-12-27,Concert Ticket,362.33,Entertainment
2025-09-29,Petrol,133.47,Transport
2026-02-04,Pharmacy,451.72,Health
2025-11-04,PIA Ticket,391.08,Travel
2025-11-02,PIA Ticket,473.96,Travel
2026-01-24,Steam Games,230.95,Entertainment
2025-12-13,Medical Store,457.97,Health
2025-03-28,Train Ticket,297.63,Travel
2025-04-01,Steam Games,83.15,Entertainment
2026-03-01,Nueplex,408.68,Entertainment
2025-03-31,Grocery,256.69,Shopping
2026-02-23,Nueplex,218.65,Entertainment
2026-02-22,Apartment Rent,189.83,Rent
2025-11-10,Hostel Dues,415.87,Rent
2026-03-15,McDonalds,21.9,Food
2025-04-02,Grocery,372.8,Shopping
2025-07-27,Apartment Rent,495.48,Rent
2025-05-11,Spotify Premium,57.4,Subscriptions
2025-12-31,House Leasing,498.86,Rent
2025-04-20,Pharmacy,487.67,Health
2025-12-23,Netflix Subscription,161.04,Subscriptions
2025-04-19,Bus Ticket,253.58,Transport
2025-05-28,Hotel Booking,491.47,Travel
